Fleet,Vehicle,Damage reporting date,Damage closing date,Damage category,Damage area,Damage description,Damage code +text,damage number,Priority,Safety issue,action code description,action code text,Komfortgrupp,Verkstadssignatur
F26,F26007,6/13/2018,6/20/2018,VAGN,Ingen spolarvätska A2,Ingen spolarvätska A2,16 FÖNSTER,18043479,4,,FYLLT PÅ,fyllt på,,XTK
F26,F26007,6/15/2018,6/20/2018,VAGN,Slut på spolarvätska A1,Slut på spolarvätska A1,16 FÖNSTER,18044486,4,,FYLLT PÅ,Fyllt på spolarvättska,,XTK
F26,F26007,6/19/2018,6/20/2018,ALLMÄN FORDONSINFORMATION,Jordfel nivå 2,Jordfel nivå 2,00 ÖVERGRIPANDE DEFINITIONER,18045200,4,,RENGJORT,Jordfel p.g.a. vatten i koppelkabeln. Åtgärdat. /CF.,,XTK
F26,F26007,6/26/2018,6/26/2018,BROMSSYSTEM,Slitna bromsbelägg 10 hjul,Slitna bromsbelägg 10 hjul,5 BROMSSYSTEM,18046898,4,,UTBYTT,Bytt ut slitna bromsbelägg,,MUÅ
F26,F26007,6/26/2018,2018-11-10,BROMSSYSTEM,Långa lossningsvajrarna 4R och 5L fungerar ej,Långa lossningsvajrarna 4R och 5L fungerar ej,5 BROMSSYSTEM,18046854,4,,PROVAD U-A,ok,,MUÅ
F26,F26007,6/26/2018,Öppen,LÖPVERK,Skadad skyddslang hastighetsgivarkabel växellåda axel 3,"Skadad skyddslang hastighetsgivarkabel växellåda axel 3, slangen avskalad i närh  eten av luftfjädringen.",261 BOGGINS KABLAGE,18046899,4,,,,,MUÅ
F26,F26007,2018-05-07,2018-06-07,INREDNING,Tömningsfel toa M2  18605,"Tömningsfel toa M2, 18605",75 VATTEN OCH SANITET,18049335,4,,KONTROLLERAT,"Kontrollerad, fungerar.",TOALETT,XTK
F26,F26007,2018-05-07,7/18/2018,VAGN,Dörr 42  fel på fotsteg  6219,"Dörr 42, fel på fotsteg, 6219",13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18049334,4,,DUBBLETPOST,Dubblett,,XTK
F26,F26007,2018-10-07,2018-10-08,TRAKTIONSUTRUSTNING,Indikerar slirning väldigt lätt i båda hytter.,Indikerar slirning väldigt lätt i båda hytter.,43 TRAKTION,18050746,4,,DUBBLETPOST,,,XTK
F26,F26007,7/15/2018,7/18/2018,VAGN,Lysdioder på tryckknappen dörr 42 lyser inte. Varken på utsida e,Lysdioder på tryckknappen dörr 42 lyser inte. Varken på utsida eller insida.,13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18052956,4,,INSPEKTERAT,Detta pga att fotsteget är trasigt,,XTK
F26,F26007,7/17/2018,7/18/2018,INREDNING,Första hjälpen kit har ingen plombering. Behöver påfyllning?,Första hjälpen kit har ingen plombering. Behöver påfyllning?,71 INVÄNDIG UTRUSTNING,18053325,4,,INSPEKTERAT,Kittena skall ej vara plomberade. Och öppnar man upp den och kollar så ser man att allt är kvar,,XTK
F26,F26007,7/17/2018,2018-02-08,ALLMÄN FORDONSINFORMATION,Alkolås A2 fungerar ej optimalt. Kan behöva blåsa om flera gånge,Alkolås A2 fungerar ej optimalt. Kan behöva blåsa om flera gånger då provet plöt  sligt kan avbrytas mitt i utandningen.,00 ÖVERGRIPANDE DEFINITIONER,18053357,4,,UTBYTT,"Alkolås utbytt, Provad Utananmärkning",,XTK
F26,F26007,7/18/2018,7/18/2018,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Byte utav lampa,,"9 TÅGRADIO, ATP OCH SIGNALUTRUSTNING",18053661,4,,UTBYTT,Lampa utbytt,,MUÅ
F26,F26007,7/18/2018,7/18/2018,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Byte torkarblad,,"9 TÅGRADIO, ATP OCH SIGNALUTRUSTNING",18053684,4,,UTBYTT,torkarblad utbytt efter påkörning,,MUÅ
F26,F26007,7/18/2018,7/18/2018,VAGN,Slut spolarvätska,Slut spolarvätska,12 UTVÄNDIG UTRUSTNING,18053560,4,,FYLLT PÅ,fyllt på,,XTK
F26,F26007,7/19/2018,8/23/2018,TRAKTIONSUTRUSTNING,Slirar ovanligt mycket vid torra förhållanden och indikerar ännu,Slirar ovanligt mycket vid torra förhållanden och indikerar ännu mer för   slirning.,43 TRAKTION,18053789,4,,INSPEKTERAT,ok,,XTK
F26,F26007,7/20/2018,2018-02-08,INREDNING,Handfat i M2 tömmer ej.,Handfat i M2 tömmer ej.,75 VATTEN OCH SANITET,18054051,4,,RENGJORT,Avkalkat och spolat rör. Rinner bättre.,TOALETT,XTK
F26,F26007,7/21/2018,7/25/2018,VAGN,Vindrutetorkare A1 är sned och vind. Når inte över hela rutan.,Vindrutetorkare A1 är sned och vind. Når inte över hela rutan.,16 FÖNSTER,18054229,4,,UTBYTT,Justerat torkaren i A1 samnt bytt torkarblad i A1 och A2.,,XTK
F26,F26007,7/21/2018,2018-02-08,VAGN,Fel på fotsteg  dörr 32 5919,"Fel på fotsteg, dörr 32 5919",13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18054247,4,,JUSTERAD,Justerad,,XTK
F26,F26007,7/24/2018,2018-02-08,HJÄLPKRAFTSSYSTEM,Jordfel manöverström nivå 2.,Jordfel manöverström nivå 2.,62 BATTERI,18054740,4,,INSPEKTERAT,60+v -53v Kan inte se något i historiken att det ska ha varit mycket jordfel. Synat kopplet som var smällt.,,XTK
F26,F26007,7/31/2018,2018-02-08,ENERGIFÖRSÖRJNING,Kolslitskenor börjar vara nednötta på samma ställe på båda skeno,"Kolslitskenor börjar vara nednötta på samma ställe på båda skenorna vid Strömavt  agare m1 (sett från a1), kanske kan filas till?  bytt ut alla fyra kolskenor, pga slitage",31 STRÖM- OCH LINJESPÄNNINGSSTRYRNING,18055883,4,,UTBYTT,bytt ut alla 4 kolslitskenor.,,XTK
F26,F26007,7/31/2018,2018-02-08,INREDNING,Mittersta dörren på övre kylarna saknar handtag. Dörren längst t,Mittersta dörren på övre kylarna saknar handtag. Dörren längst till höger låses   inte när man låser med knappen.,76 BISTRO,18056069,4,,FASTSATT,"Limmat dit ett nytt handtag, Härdat under natten och verkar sitta fast bra.",,XTK
F26,F26007,2018-01-08,2018-01-08,INREDNING,Bord bakom rygg trasigt skruvar borta plats .135.,Bord bakom rygg trasigt skruvar borta plats .135.,71 INVÄNDIG UTRUSTNING,18056183,4,,REPARERAT,Bord reparerat,,XTK
F26,F26007,2018-01-08,2018-01-08,INREDNING,Bords ved borta plats. 133.134.135.136.,Bords ved borta plats. 133.134.135.136.,71 INVÄNDIG UTRUSTNING,18056179,4,,MODIFIERAT,Nya vred monterade,,XTK
F26,F26007,2018-01-08,2018-01-08,INREDNING,Lysrör mörka plats 139.103.85.bistron.07,Lysrör mörka plats 139.103.85.bistron.07,74 INVÄNDIG BELYSNING,18056181,4,,UTBYTT,5 lysrör utbytta,,XTK
F26,F26007,2018-01-08,2018-01-08,INREDNING,Rygg lås trasiga plats. 47.69.,Rygg lås trasiga plats. 47.69.,71 INVÄNDIG UTRUSTNING,18056182,4,,UTBYTT,rygglås reparerade,,XTK
F26,F26007,2018-02-08,2018-02-08,INREDNING,Byte glödtråd A2,,7 INREDNING,18056350,4,,UTBYTT,trasig glödtråd,,MUÅ
F26,F26007,2018-02-08,2018-02-08,INREDNING,Byte glödtråd A1,tasig lampa,7 INREDNING,18056353,4,,UTBYTT,trasig lampa,,MUÅ
F26,F26007,2018-10-08,8/23/2018,ALLMÄN FORDONSINFORMATION,Tåg 7510   krock med ren... Inga synliga skador,Tåg 7510 : krock med ren... Inga synliga skador,00 ÖVERGRIPANDE DEFINITIONER,18058037,4,,INSPEKTERAT,ok,,XTK
F26,F26007,2018-12-08,8/23/2018,ALLMÄN FORDONSINFORMATION,Vindrutetorkaren går inte över hela rutan stor del av vänstersid,Vindrutetorkaren går inte över hela rutan stor del av vänstersidan blir inte torkad,00 ÖVERGRIPANDE DEFINITIONER,18058283,4,,PROVAD U-A,Verkar vara så på dom nya motorerna,,XTK
F26,F26007,8/15/2018,8/16/2018,CENTRAL STYRNING OCH KOMMUNIKATION,Ingen kommunikation via högtalarsystemet fungerar.,Ingen kommunikation via högtalarsystemet fungerar.,83 INFORMATION OCH KOMMUNIKATIONSSYSTEM,18058941,4,,KONTROLLERAT,"Roger startade om systemet, nu ok.",PIS,XTK
F26,F26007,8/16/2018,8/22/2018,VAGN,Strålkastare A2  trasig,Strålkastare A2: trasig  Vid Kontorll av lamporna så var ingen av dem trasiga. Kollade både A1 samt A2.,12 UTVÄNDIG UTRUSTNING,18059172,4,,INSPEKTERAT,Kollade alla lampor både i A2 samt A1 men ingen av dem strålkastarna var trasiga.,,XTK
F26,F26007,8/19/2018,8/22/2018,INREDNING,Stereon i A2 åt upp min Cd  går ej att få ut och inte att spela.,"Stereon i A2 åt upp min Cd, går ej att få ut och inte att spela.  Lyckades tillslut lirka ut cd-skivan.   Och radion kontrollerad och fungerar nu.   Dock inte provat med någon ny cd.     //TS",71 INVÄNDIG UTRUSTNING,18059632,4,,FASTKLÄMD,Cd skivan bortplockad.,,XTK
F26,F26007,8/19/2018,2018-12-10,VAGN,Fotsteg vid dörr 42 felaktig vid klargöring. Avstängd.,Fotsteg vid dörr 42 felaktig vid klargöring. Avstängd.,13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18059627,4,,PROVAD U-A,"Kontroll av fotsteg, efter in/ut av fotsteg, nu ok",,XTK
F26,F26007,8/20/2018,8/22/2018,CENTRAL STYRNING OCH KOMMUNIKATION,CD spelare trasig,"CD spelare trasig  Det satt en cd skiva som fastnat i A2 radio, borta nu.   Radion i A1 fungerar UA.   Så radion i bägge hytter funkar nu.",81 FORDONETS INSTRUMENTERING OCH STYRNING,18059811,4,,INSPEKTERAT,...,,XTK
F26,F26007,8/22/2018,8/22/2018,ALLMÄN FORDONSINFORMATION,Byte av torkarblad,bytt torkarblad a1 samt a2.,0 ALLMÄN FORDONSINFORMATION,18060439,4,,UTBYTT,utbytt båda torkarbladen.,,MUÅ
F26,F26007,8/22/2018,8/23/2018,VAGN,Lysdioder på dörr 42 fungerar varken på in  eller utsidan  men d,"Lysdioder på dörr 42 fungerar varken på in- eller utsidan, men dörren fungerar.",13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18060207,4,,JUSTERAD,Nu ok,,XTK
F26,F26007,8/22/2018,8/28/2018,LÖPVERK,Hjulskada axel 6H. Nivå 2,,2 LÖPVERK,18060461,4,,SVARVAT,HAR SVARVAT ALLA HJUL,,MUÅ
F26,F26007,8/26/2018,2018-12-10,CENTRAL STYRNING OCH KOMMUNIKATION,Juridical recording failure kommer ibland i DMI n.,Juridical recording failure kommer ibland i DMI:n.,82 DATAÖVERFÖRING,18061206,4,,DUBBLETPOST,dublett,,XTK
F26,F26007,8/31/2018,2018-12-10,BROMSSYSTEM,Broms M1 Epac 3 driftbroms allvarligt fel,Broms M1 Epac 3 driftbroms allvarligt fel,51 BROMSSTYRNING,18062542,4,,UTBYTT,EPAC utbytt,,XTK
F26,F26007,8/31/2018,12/20/2018,INREDNING,Manöverstångens fäste trasigt. Den ligger nu i soffgruppen.,Manöverstångens fäste trasigt. Den ligger nu i soffgruppen.,71 INVÄNDIG UTRUSTNING,18062618,4,,UTBYTT,Trasiga hållare och växelkvast utbytt.,,XTK
F26,F26007,2018-04-09,9/18/2018,INREDNING,Skadegörelse på handfatet.,Skadegörelse på handfatet.,71 INVÄNDIG UTRUSTNING,18063510,4,,MÅLAT,Övermålat så gott det går,,XTK
F26,F26007,2018-06-09,2018-11-10,VAGN,Dörr 42 har väldigt högt öppningsljud  behöver sänkas.,"Dörr 42 har väldigt högt öppningsljud, behöver sänkas.",13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18063918,4,,PROVAD U-A,inget fel hittat,,XTK
F26,F26007,2018-08-09,9/18/2018,ALLMÄN FORDONSINFORMATION,Torkarbladet halkat ur läge i torkararmen,Torkarbladet halkat ur läge i torkararmen,00 ÖVERGRIPANDE DEFINITIONER,18064311,4,,UTBYTT,Bytt torkarblad,,XTK
F26,F26007,2018-10-09,9/18/2018,VAGN,Torkarblad glidit ur sin hållare.,Torkarblad glidit ur sin hållare.,12 UTVÄNDIG UTRUSTNING,18064617,4,,DUBBLETPOST,Dubblett,,XTK
F26,F26007,2018-11-09,9/18/2018,INREDNING,Toalett M2. Vatten rinner ut från ventil på golvet. Sprider sig,Toalett M2. Vatten rinner ut från ventil på golvet. Sprider sig på golvet invänd  igt på toaletten samt rinner ut genom vägg och dörr ut på golvet i tåget.,75 VATTEN OCH SANITET,18064893,4,,PROVAD U-A,Provspolat ett flertalggr utan anmärkning,TOALETT,XTK
F26,F26007,2018-11-09,9/18/2018,INREDNING,Kaffemaskinen larmar kod 5. (Går oftast att fixa om man drar ut,Kaffemaskinen larmar kod 5. (Går oftast att fixa om man drar ut sladden en   stund.),76 BISTRO,18064713,4,,PROVAD U-A,Provad ok. Finns eingen felkod 5 i servicemanualen,,XTK
F26,F26007,9/13/2018,2018-12-10,INREDNING,Vansinnigt kallt och dragit i A2 förarhytt.,Vansinnigt kallt och dragit i A2 förarhytt.,72 HVAC KLIMATANLÄGGNING,18065261,4,,FASTKLÄMD,Provosoriskt tätad,KLIMAT,XTK
F26,F26007,9/14/2018,9/18/2018,INREDNING,GÅR EJ ATT SPOLA,,751 TOALETTUTRYMME,18065526,4,,PROVAD U-A,Provad utan anmärkning,TOALETT,XTK
F26,F26007,9/15/2018,9/18/2018,VAGN,Torkarblad behöver bytas snarast,Torkarblad behöver bytas snarast,12 UTVÄNDIG UTRUSTNING,18065788,4,,DUBBLETPOST,Dubblett,,XTK
F26,F26007,9/15/2018,9/18/2018,VAGN,Torkarblad till vindrutetorkare behöver bytas snarast,Torkarblad till vindrutetorkare behöver bytas snarast,16 FÖNSTER,18065787,4,,DUBBLETPOST,Dubblett,,XTK
F26,F26007,9/16/2018,11/28/2018,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING","""Juridical recording failure"" kommer och går i båda hytterna.","""Juridical recording failure"" kommer och går i båda hytterna.  Undersök om det finns mtrl behov",92 ATP  TÅGSKYDDSSYSTEM,18065902,4,,REPARERAT,"kontroll samt byte internbatteri, test ok",,XTK
F26,F26007,9/17/2018,9/18/2018,VAGN,Torkarblad i A1 hänger löst och behöver bytas.,Torkarblad i A1 hänger löst och behöver bytas.,12 UTVÄNDIG UTRUSTNING,18066150,4,,DUBBLETPOST,Dubblett,,XTK
F26,F26007,9/17/2018,2018-12-10,VAGN,A2 hytt väldigt otät. Drar in ordentligt med kalluft. Förarborde,A2 hytt väldigt otät. Drar in ordentligt med kalluft. Förarbordet blir väldigt   nerkylt och mycket drag vid huvudet.,11 VAGNSKORG,18066161,4,,DUBBLETPOST,Dub,,XTK
F26,F26007,9/18/2018,9/18/2018,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Byte glödlampa,,"9 TÅGRADIO, ATP OCH SIGNALUTRUSTNING",18066190,4,,UTBYTT,Bytt lampa,,MUÅ
F26,F26007,9/18/2018,2019-07-05,INREDNING,Behov utav hvac påfyllning a1  m2 kupe,"Upptäcktes när jag gjorde vinter hvac, Tyvärr fungerade ej bälgarna så jag kunde  inte gå upp och kolla. Men dom har väldigt svårt att bygga tryck och den ena   matar bara vakuum",721 HVAC PASSAGERARUTRYMME,18066192,4,,FYLLT PÅ,,KLIMAT,MUÅ
F26,F26007,9/27/2018,2018-11-10,CENTRAL STYRNING OCH KOMMUNIKATION,"DMI felmeddelande ""Juridical Recording Failure"" kommer och går.","DMI felmeddelande ""Juridical Recording Failure"" kommer och går.",82 DATAÖVERFÖRING,18068387,4,,DUBBLETPOST,,,XTK
F26,F26007,2018-02-10,2018-12-10,INREDNING,Kaffemaskin behöver avkalkning. Kommer felmeddelande om att det,"Kaffemaskin behöver avkalkning. Kommer felmeddelande om att det är tomt på bönor  fast det inte är det - kärvar vid ""malning"" och stannar  Har kört både rengjörings och avkalkningsprogrammen.  Rengjort slangen till spilldunken som var helt tät.  Finns ingen instruktion tillgänglig  för avkalkning och underhåll.Saknas pinkod   för avkalkningsprogrammet- hittade på google instruktioner som fungerade.  Kaffemaskinen fungerar nu ua.r.",76 BISTRO,18069237,4,,RENGJORT,Avkalkat och rengjort kaffemaskinen.,,XTK
F26,F26007,2018-06-10,2018-12-10,INREDNING,Spilldunk behöver bytas ! Mögel. luktar illa. Tack,Spilldunk behöver bytas ! Mögel. luktar illa. Tack  Bytt ut till en ny dunk,76 BISTRO,18070360,4,,UTBYTT,Bytt till ny en ny dunk,,XTK
F26,F26007,2018-08-10,2018-11-10,INREDNING,Fyllt gråvatten tankar.,,751 TOALETTUTRYMME,18070556,4,,INSPEKTERAT,ok,TOALETT,MUÅ
F26,F26007,2018-09-10,2018-11-10,INREDNING,Luckan till sökringsskåpet står fortfarande öppet sen i juni. Da,Luckan till sökringsskåpet står fortfarande öppet sen i juni. Dags att se över.,76 BISTRO,18070892,4,,INSPEKTERAT,ok,,XTK
F26,F26007,2018-09-10,2018-12-10,BROMSSYSTEM,Broms avstängd boggie 3. Vet ej varför.,Broms avstängd boggie 3. Vet ej varför.  Pga. fel på epac,52 TRYCKLUFTBROMS,18070891,4,,INSPEKTERAT,Byte epac på annat call,,XTK
F26,F26007,2018-10-10,1/22/2019,HJÄLPKRAFTSSYSTEM,Oväsen från kompressor M2.,"Oväsen från kompressor M2.  Felsökt torktornen med Lars W. ventilerna öppnar ej till torktornen,   Inlopps och utloppsventiler tas hem för att bytas.",61 TRYCKLUFT FÖRSÖRJNING,18071142,4,,UTBYTT,Utloppsventil för torn 1 utbytt. AGTU lever ej längre om. /CF.,,XTK
F26,F26007,2018-12-10,Öppen,VAGN,Ingen värme sidoruta A2 höger (vänster om förarstolen),,1 VAGN,18071433,4,,,,,MUÅ
F26,F26007,2018-12-10,10/25/2018,VAGN,Trasiga stödwire omega bågar,"Två stycken är av, en vid vardera sida (A1-M1 och A2-M2)",1 VAGN,18071442,4,,DUBBLETPOST,dibblett,,MUÅ
F26,F26007,10/15/2018,10/25/2018,LÖPVERK,Slag i hjul boggi 1 eller 2,Slag i hjul boggi 1 eller 2,23 HJULPAR,18071831,4,,KOMPLETT HJULAXEL UTAN ANM.,Svarv tid bokad,,XTK
F26,F26007,10/16/2018,2018-06-11,VAGN,A1  M1  M2 har blivit graffittimålad på vänster sida från körrik,"A1, M1, M2 har blivit graffittimålad på vänster sida från körriktning A1.   2018-10-16",11 VAGNSKORG,18072077,4,,SANERAD,Sanerad,,XTK
F26,F26007,10/21/2018,2019-05-01,INREDNING,Övre kyldörr (längst bort från tv kupé) går ej att låsa.,"Övre kyldörr (längst bort från tv-kupé) går ej att låsa.  Fel lås hemma, meddelat Magnus",76 BISTRO,18073224,4,,UTBYTT,Trasigt lås utbytt. /CF.,,XTK
F26,F26007,10/22/2018,10/25/2018,VAGN,Hårt sittande sprej kladdat över i princip alla fönster på tågsä,Hårt sittande sprej kladdat över i princip alla fönster på tågsätt 007. Skymmer   hela utsikten. Resenär klagomål.,16 FÖNSTER,18073414,4,,DUBBLETPOST,,,XTK
F26,F26007,10/22/2018,2018-06-11,VAGN,Hårt sittande spray kladdat på i princip alla fönster på ENA sid,Hårt sittande spray kladdat på i princip alla fönster på ENA sidan tågsättet.  Skymmer hela utsikten. Resenär klagomål.,16 FÖNSTER,18073418,4,,DUBBLETPOST,Sanerad,,XTK
F26,F26007,10/24/2018,10/26/2018,INREDNING,Det går ej köra rengöringsprogrammet för kaffemaskinen. Den säge,"Det går ej köra rengöringsprogrammet för kaffemaskinen. Den säger först ""öppna   kran"" trycker ok då säger den ""ta isär bryggenheten"" . Det går att stänga helt   och få igång den men då säger den rengör maskinen då hela rengöringsprogrammet   ej kunnat göras fullt ut och det går inte ta kaffe. Stänger av den helt. ngn får  testa senare..",76 BISTRO,18074106,4,,RENGJORT,Rengjort bryggenhet,,XTK
F26,F26007,10/25/2018,10/25/2018,HJÄLPKRAFTSSYSTEM,400V kontaktdon trasigt i båda ändarna,400V kontaktdon trasigt i båda ändarna,632 EXTERN ELFÖRSÖRJNING,18074143,4,,UTBYTT,400 V uttag monterade,,MUÅ
F26,F26007,10/25/2018,10/25/2018,BROMSSYSTEM,Bromsslang boggi/ korg boggi 3 läckage.,,52 TRYCKLUFTBROMS,18074265,4,,UTBYTT,Ny slang monterad.,,MUÅ
F26,F26007,10/25/2018,10/26/2018,VAGN,Träd påkört  skador på tak  skadad strömavtagare,"Träd påkört, skador på tak, skadad strömavtagare",12 UTVÄNDIG UTRUSTNING,18074173,4,,UTBYTT,Div arbete,,XTK
F26,F26007,10/25/2018,7/24/2019,VAGN,Låsöra borta på hvak M1 insida långsida,"Övriga lås ok, måste montera nytt öra insida lucka. Skall bara köras ut och in   på verkstad.  Kontaktat Magnus ang. låsbleck.",1 VAGN,18074379,4,,UTBYTT,Monterat ny,,MUÅ
F26,F26007,10/28/2018,2018-07-11,HJÄLPKRAFTSSYSTEM,Lång gångtid huvudkompressor M2.,Lång gångtid huvudkompressor M2.,61 TRYCKLUFT FÖRSÖRJNING,18074913,4,,FASTSATT,luftläckage boggi 5,,XTK
F26,F26007,10/28/2018,11/28/2018,INREDNING,Det läcker vatten på golvet. vet ej var det kommer ifrån. ? Tvål,Det läcker vatten på golvet. vet ej var det kommer ifrån. ? Tvålautomat fungerar  inte.! det sitter en ur funktionslapp på tvålautomaten.,75 VATTEN OCH SANITET,18074920,4,,INSPEKTERAT,Inget fel hittat,TOALETT,XTK
F26,F26007,10/30/2018,2018-07-11,TRAKTIONSUTRUSTNING,Går bara på en modul. Överström /överspänningsskydd   blockerad.,Går bara på en modul. Överström /överspänningsskydd - blockerad. Nr 15446,43 TRAKTION,18075524,4,,KONTROLLERAT,"Åtgärd, se order med två trasiga hastighetsgivare TRC.",,XTK
F26,F26007,2018-01-11,2019-05-03,VAGN,Buller och brus från både hyttdörr 03 och 04. Låter som att det,Buller och brus från både hyttdörr 03 och 04. Låter som att det kommer från   nedre delen av dörrarna.,13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18076093,4,,JUSTERAD,,,XTK
F26,F26007,2018-03-11,11/28/2018,ALLMÄN FORDONSINFORMATION,Frontruta skitig på insidan,Frontruta skitig på insidan,00 ÖVERGRIPANDE DEFINITIONER,18076421,4,,RENGJORT,Rengjort frontrutor invändigt.,,XTK
F26,F26007,2018-04-11,2018-07-11,ALLMÄN FORDONSINFORMATION,Har fått flera larm om lång gångtid kompressor m2   har startat,"Har fått flera larm om lång gångtid kompressor m2 , har startat om den flera gån  ger. Efter en stund hoppa m1 igång istället. Den laddar med det mesta puffar ut   på taket. Det verkar dock inte vara något läckage i övrigt.",00 ÖVERGRIPANDE DEFINITIONER,18076599,4,,DUBBLETPOST,dub,,XTK
F26,F26007,2018-04-11,2018-07-11,TRAKTIONSUTRUSTNING,2 felaktiga hastighetsgivare i samma boggie felkod 15443,2 felaktiga hastighetsgivare i samma boggie felkod 15443  Hävt blockeringen och provkört utanför verkstaden-ua  Kontrollerat TCMS loggarna- Har kommit vid ett  tillfälle och endast en gång.,41 STYRENHET,18076564,4,,KONTROLLERAT,"Återställt blockeringen och kontrollerat TCMS loggarna, Provkört vid verkstaden.-ua",,XTK
F26,F26007,2018-05-11,2018-07-11,ALLMÄN FORDONSINFORMATION,Stäng fotsteg samt p broms löpboggi inför vintern,,0 ALLMÄN FORDONSINFORMATION,18076785,4,,NOLLSTÄLLT,Fotsteg och p-broms avstängd,,MUÅ
F26,F26007,2018-09-11,11/22/2018,ALLMÄN FORDONSINFORMATION,Juridical recording failure,Juridical recording failure,0 ALLMÄN FORDONSINFORMATION,18077788,4,,DUBBLETPOST,dubblett,,XTK
F26,F26007,2018-10-11,11/28/2018,VAGN,Drar kallt i hytt A2. Både under förarbordet men även i huvudhöj,Drar kallt i hytt A2. Både under förarbordet men även i huvudhöjd.,11 VAGNSKORG,18077928,4,,JUSTERAD,Trasig front sikad.,,XTK
F26,F26007,2018-10-11,12/20/2018,HJÄLPKRAFTSSYSTEM,Lång gångtid huvudkompressor M2. Kommer och går. Även ett jäkla,"Lång gångtid huvudkompressor M2. Kommer och går. Även ett jäkla pustande och frustande på utsidan från kompressorn.  tagit loss magnetventil för vattenavskiljare och rengjort,  Lars W. kontaktar tillverkaren ang. övertryck AGTU.",61 TRYCKLUFT FÖRSÖRJNING,18077947,4,,FASTKLÄMD,"3 st nivå ventiler var av, därav gick kompressorn hela tiden",,XTK
F26,F26007,2018-11-11,11/28/2018,INREDNING,Mindre än 25% kvar i färskvattentank,Mindre än 25% kvar i färskvattentank,75 VATTEN OCH SANITET,18078085,4,,INSPEKTERAT,Tömd o fylld,TOALETT,XTK
F26,F26007,2018-12-11,2018-12-11,INREDNING,Bordsvred trasigt plats 122,,71 INVÄNDIG UTRUSTNING,18078281,4,,UTBYTT,Vred utbytt,,RSUC
F26,F26007,2018-12-11,2018-12-11,INREDNING,Lysrör mörkt plats 88,,74 INVÄNDIG BELYSNING,18078275,4,,UTBYTT,Lysrör utbytt,,RSUC
F26,F26007,2018-12-11,2018-12-11,INREDNING,Nätfickor trasiga plats 128 107 41 och 23,,71 INVÄNDIG UTRUSTNING,18078273,4,,REPARERAT,Nätfickor reparerade,,RSUC
F26,F26007,11/16/2018,11/28/2018,INREDNING,Spilldunk till kaffemaskin behöver bytas ut,Spilldunk till kaffemaskin behöver bytas ut,76 BISTRO,18079711,4,,UTBYTT,Bytt dunk,,XTK
F26,F26007,11/21/2018,12/20/2018,VAGN,A1  dörr 02 kärvar vid öppning/stängning,A1: dörr 02 kärvar vid öppning/stängning  Fäste för låsmekanismen med mikrobytaren för låst dörr var skadad och kärvade i   inre läget.  Har brytit till fästet så detfungerar som  det skall.,13 UTVÄNDIGA DÖRRAR OCH FOTSTEG,18080996,4,,JUSTERAD,Justerat fäste med mikrobrytaren för låst dörr.,,XTK
F26,F26007,11/26/2018,11/28/2018,INREDNING,Takbelysning ur funktion vid dörr 32?,Takbelysning ur funktion vid dörr 32?,74 INVÄNDIG BELYSNING,18082530,4,,UTBYTT,Bytt lysrör,,XTK
F26,F26007,11/26/2018,11/28/2018,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Övre strålkastarna i A2 lyser inte i parkerings  eller halvljusl,Övre strålkastarna i A2 lyser inte i parkerings- eller halvljusläge.  kontrollerad- Alla frontljus i A2 fubgerar ua-Inget fel funnet,"93 SIGNALUTRUSTNING, OPTISK OCH AKUSTISK",18082550,4,,KONTROLLERAT,Kontrollerad,,XTK
F26,F26007,11/26/2018,11/28/2018,"TÅGRADIO, ATP OCH SIGNALUTRUSTNING",Strålkastarglödlampa trasig i A1.,"Strålkastarglödlampa trasig i A1.  Vänster frontljus nere var trasigt- Har bytt H4 lampa och fungerar nu ua.  Gunnar har också  bytt 2 st lampor tidigare? Kan det vara så han bytt dessa i A2  där det också var skrivit in ett cal på trasigt frontljus, Har kontrollerat den   sidan och alla ljus fungerar ua.","93 SIGNALUTRUSTNING, OPTISK OCH AKUSTISK",18082548,4,,UTBYTT,Kontrollerad,,XTK
F26,F26007,11/26/2018,12/20/2018,ALLMÄN FORDONSINFORMATION,Kompressor står och puffar på taket till och från  ibland går de,"Kompressor står och puffar på taket till och från, ibland går den bra",00 ÖVERGRIPANDE DEFINITIONER,18082631,4,,DUBBLETPOST,Dubblett av call C10540433. /CF.,,XTK
F26,F26007,11/28/2018,11/28/2018,BROMSSYSTEM,Bytt belägg axel 8L,,5 BROMSSYSTEM,18083048,4,,UTBYTT,Belägg bytt,,MUÅ
